8	1
23	1
31	1
33	1
47	1
49	1
52	1
53	1
57	1
60	1
61	1
63	1
64	1
68	1
71	1
72	1
74	1
80	1
81	1
83	1
91	1
92	1
94	1
97	1
99	1
100	1
101	1
102	1
103	1
108	1
109	1
110	1
113	1
114	1
115	1
117	1
118	1
124	1
126	1
129	1
132	1
136	1
138	1
139	1
143	1
144	1
147	1
149	1
151	1
152	1
155	1
158	1
160	1
162	1
164	1
166	1
168	1
170	1
172	1
173	1
174	1
175	1
177	1
178	1
179	1
183	1
188	1
189	1
190	1
192	1
198	1
200	1
201	1
202	1
207	1
208	1
209	1
210	1
213	1
218	1
219	1
220	1
221	1
223	1
225	1
228	1
230	1
232	1
235	1
236	1
237	1
238	1
239	1
245	1
248	1
249	1
250	1
251	1
252	1
255	1
256	1
258	1
259	1
261	1
266	1
267	1
273	1
275	1
276	1
277	1
278	1
280	1
284	1
286	1
291	1
292	1
293	1
295	1
296	1
297	1
298	1
302	1
303	1
305	1
306	1
308	1
310	1
311	1
313	1
314	1
318	1
319	1
320	1
321	1
323	1
324	1
327	1
328	1
329	1
330	1
335	1
337	1
338	1
339	1
340	1
348	1
349	1
350	1
352	1
353	1
355	1
358	1
361	1
362	1
367	1
368	1
369	1
370	1
372	1
376	1
378	1
380	1
382	1
384	1
387	1
388	1
389	1
390	1
391	1
394	1
395	1
399	1
402	1
403	1
404	1
407	1
408	1
409	1
410	1
411	1
415	1
417	1
419	1
422	1
423	1
425	1
426	1
427	1
428	1
431	1
432	1
435	1
440	1
442	1
444	1
445	1
448	1
451	1
454	1
455	1
456	1
457	1
460	1
463	1
464	1
465	1
466	1
467	1
469	1
470	1
472	1
473	1
474	1
475	1
476	1
480	1
483	1
491	1
496	1
497	1
500	1
502	1
503	1
505	1
506	1
508	1
509	1
511	1
512	1
513	1
515	1
516	1
521	1
523	1
524	1
527	1
528	1
529	1
530	1
533	1
535	1
537	1
538	1
539	1
541	1
542	1
543	1
545	1
546	1
548	1
549	1
550	1
551	1
553	1
554	1
555	1
558	1
559	1
563	1
565	1
566	1
573	1
575	1
576	1
577	1
578	1
579	1
583	1
584	1
587	1
588	1
590	1
592	1
594	1
595	1
598	1
600	1
602	1
604	1
608	1
609	1
610	1
612	1
614	1
615	1
617	1
618	1
619	1
620	1
622	1
624	1
626	1
627	1
630	1
632	1
633	1
634	1
635	1
636	1
637	1
640	1
641	1
643	1
646	1
649	1
650	1
651	1
652	1
657	1
658	1
659	1
661	1
663	1
668	1
669	1
672	1
673	1
675	1
677	1
678	1
679	1
680	1
681	1
687	1
688	1
689	1
690	1
691	1
694	1
696	1
698	1
699	1
700	1
701	1
702	1
704	1
705	1
706	1
707	1
716	1
719	1
728	1
729	1
731	1
732	1
734	1
736	1
741	1
743	1
745	1
746	1
747	1
750	1
751	1
757	1
760	1
762	1
763	1
764	1
765	1
766	1
772	1
773	1
774	1
775	1
776	1
777	1
778	1
780	1
781	1
782	1
785	1
787	1
792	1
793	1
795	1
796	1
797	1
800	1
801	1
802	1
803	1
804	1
805	1
806	1
809	1
810	1
811	1
812	1
814	1
815	1
818	1
823	1
828	1
829	1
831	1
833	1
835	1
836	1
838	1
839	1
840	1
842	1
850	1
852	1
854	1
860	1
861	1
862	1
863	1
864	1
866	1
868	1
870	1
871	1
872	1
873	1
874	1
875	1
876	1
881	1
882	1
883	1
885	1
887	1
889	1
890	1
891	1
893	1
894	1
895	1
898	1
899	1
900	1
901	1
907	1
910	1
913	1
914	1
915	1
920	1
922	1
924	1
925	1
927	1
931	1
932	1
934	1
935	1
936	1
940	1
941	1
943	1
945	1
947	1
948	1
950	1
951	1
956	1
958	1
963	1
965	1
966	1
967	1
970	1
971	1
975	1
977	1
978	1
981	1
984	1
985	1
987	1
988	1
989	1
990	1
991	1
993	1
995	1
999	1
1003	1
1006	1
1007	1
1008	1
1009	1
1010	1
1011	1
1014	1
1017	1
1018	1
1019	1
1020	1
1022	1
1029	1
1031	1
1035	1
1036	1
1037	1
1038	1
1040	1
1041	1
1042	1
1044	1
1047	1
1050	1
1052	1
1056	1
1057	1
1060	1
1062	1
1063	1
1064	1
1067	1
1068	1
1075	1
1077	1
1078	1
1080	1
1081	1
1082	1
1083	1
1090	1
1091	1
1093	1
1096	1
1097	1
1099	1
1101	1
1102	1
1105	1
1106	1
1107	1
1108	1
1112	1
1114	1
1117	1
1118	1
1119	1
1120	1
1123	1
1125	1
1128	1
